Coding,Impression,Major,College,Hired,SPORTSPLAYED,TIKTOK,Age
Weak,Confident,IT,BYU,No,Tennis,Sillyjunk,44.37941967
OK,Nerdy,IT,Redbrick,No,Soccer,Nerdystuff,36.18026548
OK,Confident,Stats,Redbrick,No,Tennis,Sillyjunk,52.44329227
Weak,Nerdy,IT,PJIT,No,Basketball,Sillyjunk,55.46287917
Weak,Nerdy,IT,Peters,Yes,Basketball,Sillyjunk,39.25258009
Weak,Outgoing,CS,Peters,No,NONE,Nerdystuff,26.21921607
OK,Nerdy,IT,Peters,No,NONE,Sillyjunk,60.66844875
OK,Shy,CS,Peters,No,Tennis,Sillyjunk,57.68267837
OK,Confident,DataScience,Peters,No,Soccer,Sillyjunk,53.86034968
Excellent,Confident,IT,Redbrick,Yes,Basketball,Sillyjunk,47.94029019
OK,Outgoing,IT,Peters,No,Soccer,Sillyjunk,36.7461316
Excellent,Outgoing,Stats,PJIT,No,Basketball,NoAccount,61.12224595
OK,Confident,CS,Peters,Yes,Tennis,Nerdystuff,28.4946517
OK,Confident,DataScience,PJIT,No,Basketball,Sillyjunk,54.00386304
OK,Shy,Stats,BestCollege,No,Basketball,Sillyjunk,42.9997232
Excellent,Shy,Stats,BYU,Yes,Tennis,Nerdystuff,50.33945664
OK,Outgoing,DataScience,BYU,No,Soccer,Nerdystuff,56.33520952
Excellent,Nerdy,Stats,PJIT,No,Basketball,Nerdystuff,41.62603237
Weak,Outgoing,IT,BYU,No,Basketball,NoAccount,35.1127438
Excellent,Nerdy,IT,Redbrick,Yes,Tennis,Nerdystuff,48.81973174
Weak,Nerdy,Stats,Peters,Yes,Soccer,NoAccount,44.62249922
OK,Confident,DataScience,Peters,No,NONE,Sillyjunk,44.67774804
OK,Shy,DataScience,Redbrick,No,Basketball,Nerdystuff,48.50520482
Excellent,Nerdy,Stats,Redbrick,No,Basketball,Nerdystuff,61.1952735
Excellent,Outgoing,CS,PJIT,No,Basketball,NoAccount,56.93519238
OK,Nerdy,CS,Redbrick,No,Soccer,Nerdystuff,33.36476876
Weak,Outgoing,DataScience,PJIT,No,Basketball,Sillyjunk,52.86879776
OK,Shy,DataScience,BestCollege,No,Soccer,Sillyjunk,57.56076033
OK,Outgoing,IT,Peters,No,NONE,Sillyjunk,31.32668597
Excellent,Nerdy,DataScience,Redbrick,No,NONE,Nerdystuff,61.06449439
Weak,Shy,Stats,BestCollege,No,NONE,Sillyjunk,55.36534369
Weak,Outgoing,IT,PJIT,No,Basketball,NoAccount,51.16982225
Weak,Shy,CS,Redbrick,Yes,Soccer,Nerdystuff,26.44413164
Excellent,Nerdy,Stats,Peters,Yes,Soccer,NoAccount,37.37166647
Weak,Confident,CS,Peters,No,Tennis,Nerdystuff,33.78174499
OK,Outgoing,Stats,BestCollege,No,NONE,Sillyjunk,51.31983996
OK,Nerdy,IT,PJIT,No,Basketball,Nerdystuff,52.41321836
Weak,Outgoing,IT,Redbrick,No,Tennis,Nerdystuff,24.58901648
Excellent,Outgoing,IT,Peters,No,Basketball,Nerdystuff,44.04737421
OK,Outgoing,Stats,Redbrick,Yes,Soccer,Nerdystuff,35.89486724
Weak,Confident,Stats,Peters,Yes,Basketball,Sillyjunk,59.73315481
Excellent,Nerdy,Stats,BestCollege,No,Tennis,Sillyjunk,26.50055674
OK,Nerdy,CS,BYU,Yes,Soccer,Sillyjunk,34.86599443
Weak,Shy,CS,BYU,No,Tennis,Nerdystuff,38.16653288
OK,Nerdy,Stats,Peters,No,Basketball,NoAccount,44.44004765
OK,Shy,IT,BestCollege,No,Tennis,Sillyjunk,41.41637684
OK,Shy,Stats,BYU,No,Soccer,Sillyjunk,50.35389218
Excellent,Nerdy,DataScience,Peters,Yes,Soccer,NoAccount,27.84635106
Weak,Confident,Stats,BestCollege,Yes,Soccer,Sillyjunk,37.39176311
Excellent,Confident,Stats,Redbrick,No,NONE,Nerdystuff,32.3244674
OK,Outgoing,Stats,Redbrick,Yes,Basketball,Nerdystuff,31.15175108
Excellent,Nerdy,IT,Redbrick,Yes,Soccer,Nerdystuff,35.80274623
OK,Outgoing,CS,BYU,No,NONE,Sillyjunk,40.97225484
Excellent,Outgoing,Stats,PJIT,Yes,Basketball,Sillyjunk,44.34971154
OK,Shy,Stats,Peters,Yes,Tennis,Sillyjunk,32.18016732
OK,Outgoing,DataScience,BYU,No,Basketball,Nerdystuff,26.80793643
OK,Shy,IT,Peters,Yes,Tennis,NoAccount,59.83931218
OK,Shy,IT,Peters,No,NONE,Sillyjunk,59.84103127
Excellent,Outgoing,Stats,PJIT,Yes,Basketball,NoAccount,30.18346499
Excellent,Confident,CS,BestCollege,No,Basketball,Sillyjunk,32.74484547
Excellent,Outgoing,DataScience,Peters,Yes,Basketball,Nerdystuff,33.57410074
Excellent,Confident,DataScience,BestCollege,No,NONE,Sillyjunk,58.70159044
OK,Outgoing,DataScience,Redbrick,No,Soccer,Nerdystuff,36.2738423
OK,Outgoing,DataScience,BYU,No,NONE,Sillyjunk,34.98906981
OK,Shy,IT,Redbrick,No,Tennis,Nerdystuff,31.38900229
OK,Shy,IT,BestCollege,No,Tennis,Sillyjunk,42.59811346
Excellent,Nerdy,Stats,PJIT,Yes,Basketball,Nerdystuff,40.46211182
OK,Outgoing,CS,Redbrick,No,Basketball,Nerdystuff,37.88108864
OK,Shy,CS,BestCollege,No,Tennis,Sillyjunk,51.98868945
Excellent,Outgoing,Stats,BYU,Yes,Soccer,Sillyjunk,37.60951616
Weak,Confident,DataScience,BYU,No,Tennis,NoAccount,24.49191167
Weak,Shy,Stats,PJIT,No,Basketball,Nerdystuff,24.83850442
Excellent,Shy,CS,Peters,Yes,Soccer,NoAccount,52.21519942
OK,Confident,IT,Peters,No,Soccer,NoAccount,38.12053097
Weak,Outgoing,IT,PJIT,Yes,Basketball,Nerdystuff,39.64538806
OK,Nerdy,DataScience,Redbrick,No,Basketball,Nerdystuff,28.62812413
Excellent,Nerdy,IT,Peters,Yes,Basketball,Sillyjunk,53.06614907
OK,Outgoing,DataScience,Peters,No,Basketball,Sillyjunk,40.90763015
Excellent,Shy,CS,BYU,Yes,Soccer,NoAccount,38.4793319
Weak,Shy,DataScience,BYU,No,Tennis,Nerdystuff,60.12151523
OK,Nerdy,IT,Peters,No,Tennis,Nerdystuff,34.82363564
Excellent,Outgoing,CS,BYU,No,Soccer,Sillyjunk,22.02895222
Excellent,Shy,DataScience,BestCollege,Yes,NONE,Sillyjunk,23.85531216
OK,Confident,DataScience,Redbrick,No,Basketball,Nerdystuff,27.08237589
Excellent,Outgoing,IT,BYU,Yes,Soccer,NoAccount,44.96352913
Excellent,Outgoing,IT,BestCollege,Yes,NONE,Sillyjunk,56.86043187
OK,Confident,Stats,Peters,No,NONE,NoAccount,30.49114435
OK,Nerdy,DataScience,Peters,No,Soccer,Sillyjunk,58.99258051
Excellent,Nerdy,CS,Redbrick,No,Tennis,Nerdystuff,28.67827155
OK,Outgoing,CS,BYU,No,Basketball,Nerdystuff,25.41051359
Excellent,Confident,CS,Peters,Yes,Basketball,Sillyjunk,58.41449159
OK,Nerdy,DataScience,BestCollege,No,Tennis,Sillyjunk,53.60076587
Weak,Confident,CS,Redbrick,No,Tennis,Sillyjunk,59.11799974
Excellent,Outgoing,DataScience,BestCollege,No,NONE,Sillyjunk,48.15418202
OK,Confident,IT,BYU,Yes,Soccer,NoAccount,32.91888978
OK,Nerdy,IT,BestCollege,No,NONE,Sillyjunk,31.15678936
OK,Nerdy,CS,Peters,No,Tennis,Sillyjunk,42.80376039
Weak,Confident,DataScience,BYU,No,Soccer,Sillyjunk,28.9170835
Weak,Outgoing,DataScience,BestCollege,No,Basketball,Sillyjunk,47.24640673
OK,Confident,Stats,Redbrick,Yes,Tennis,Nerdystuff,36.37803499
Weak,Shy,IT,Peters,Yes,Tennis,Sillyjunk,44.51226216
Weak,Confident,CS,PJIT,No,Basketball,Nerdystuff,38.21062048
Weak,Nerdy,IT,BYU,No,Basketball,Sillyjunk,53.78768933
OK,Confident,CS,Redbrick,No,Soccer,Sillyjunk,42.15412404
OK,Outgoing,CS,BestCollege,No,Basketball,Sillyjunk,52.48088225
OK,Outgoing,Stats,BYU,Yes,NONE,NoAccount,36.06016905
Weak,Nerdy,Stats,Redbrick,No,Tennis,Nerdystuff,52.42304378
OK,Confident,Stats,Redbrick,No,Soccer,Sillyjunk,56.77712746
Weak,Nerdy,IT,BestCollege,No,NONE,Sillyjunk,48.99409775
Weak,Shy,CS,Redbrick,No,NONE,Nerdystuff,48.48218498
OK,Confident,IT,BYU,Yes,Basketball,NoAccount,23.27981596
OK,Nerdy,Stats,BestCollege,No,NONE,Sillyjunk,42.94060517
Weak,Outgoing,IT,BestCollege,No,Basketball,Sillyjunk,43.72069319
Excellent,Confident,IT,Redbrick,Yes,NONE,Sillyjunk,44.17715443
Excellent,Outgoing,DataScience,Peters,No,Soccer,Sillyjunk,34.97099393
Weak,Nerdy,Stats,PJIT,No,Basketball,Sillyjunk,26.43936176
OK,Outgoing,DataScience,BYU,Yes,Basketball,NoAccount,42.32507558
OK,Outgoing,Stats,BYU,No,Soccer,Sillyjunk,57.01335777
Excellent,Confident,DataScience,Peters,No,Soccer,Nerdystuff,40.60949944
OK,Confident,CS,Redbrick,No,NONE,Sillyjunk,57.56961001
OK,Nerdy,IT,Peters,Yes,NONE,NoAccount,45.67636338
Excellent,Confident,Stats,Peters,No,Soccer,NoAccount,24.1246603
Weak,Confident,IT,Peters,No,Tennis,Sillyjunk,43.42442167
Excellent,Outgoing,IT,PJIT,No,Basketball,Nerdystuff,40.44019302
Weak,Outgoing,IT,PJIT,No,Basketball,Sillyjunk,32.22804594
Excellent,Nerdy,DataScience,BestCollege,No,Soccer,Sillyjunk,52.92838093
Excellent,Outgoing,CS,BYU,No,Tennis,Sillyjunk,50.02956427
Excellent,Outgoing,CS,Peters,No,Tennis,Sillyjunk,22.06202734
Excellent,Outgoing,Stats,BestCollege,Yes,Basketball,Sillyjunk,43.79140909
OK,Outgoing,DataScience,PJIT,No,Basketball,Sillyjunk,61.79077237
Excellent,Outgoing,CS,Peters,No,Soccer,Nerdystuff,22.26414897
Weak,Outgoing,IT,BYU,No,Basketball,NoAccount,29.22716289
Excellent,Confident,Stats,Peters,No,Tennis,Sillyjunk,55.80188091
Weak,Outgoing,CS,BYU,Yes,Soccer,NoAccount,39.5795987
Excellent,Nerdy,IT,BestCollege,No,Tennis,Sillyjunk,51.78041615
Weak,Shy,Stats,Redbrick,No,Soccer,Nerdystuff,24.93666973
OK,Nerdy,DataScience,BestCollege,No,Soccer,Sillyjunk,45.98625271
Weak,Outgoing,CS,PJIT,No,Basketball,NoAccount,30.37280114
OK,Shy,CS,Redbrick,No,Soccer,Nerdystuff,58.48459188
Excellent,Nerdy,IT,Peters,Yes,Basketball,Nerdystuff,51.72697558
Weak,Confident,IT,Peters,No,NONE,Sillyjunk,58.93188213
Excellent,Outgoing,Stats,PJIT,No,Basketball,Sillyjunk,35.90393514
Excellent,Outgoing,Stats,BYU,No,Basketball,NoAccount,34.9229955
Excellent,Outgoing,Stats,BestCollege,No,Basketball,Sillyjunk,44.72359897
Weak,Confident,IT,PJIT,No,Basketball,Sillyjunk,48.20792562
Excellent,Shy,IT,Peters,No,Tennis,NoAccount,25.30456425
Excellent,Nerdy,Stats,Peters,Yes,NONE,Nerdystuff,42.60708101
Excellent,Nerdy,Stats,PJIT,No,Basketball,NoAccount,55.48266292
OK,Shy,IT,BestCollege,No,Tennis,Sillyjunk,27.84050804
Excellent,Confident,Stats,PJIT,No,Basketball,Sillyjunk,48.49310123
Excellent,Outgoing,IT,Redbrick,Yes,Tennis,Nerdystuff,53.14511242
Excellent,Outgoing,CS,Peters,No,Basketball,NoAccount,34.26453251
OK,Confident,IT,BYU,Yes,Tennis,NoAccount,28.46310809
Weak,Outgoing,Stats,Peters,Yes,Tennis,Nerdystuff,29.21396329
OK,Shy,Stats,Peters,No,Tennis,NoAccount,32.16259109
Excellent,Nerdy,Stats,Redbrick,Yes,NONE,Nerdystuff,42.15539845
Excellent,Nerdy,CS,BestCollege,No,Basketball,Sillyjunk,29.32218557
Weak,Outgoing,CS,Redbrick,No,Basketball,Nerdystuff,38.35586497
Excellent,Confident,Stats,BestCollege,Yes,NONE,Sillyjunk,38.879257
Excellent,Nerdy,IT,Peters,Yes,NONE,NoAccount,47.60221157
OK,Nerdy,Stats,Peters,No,NONE,Nerdystuff,48.75494092
OK,Shy,CS,PJIT,No,Basketball,Sillyjunk,33.0972076
Excellent,Nerdy,Stats,PJIT,Yes,Basketball,NoAccount,28.13729157
Excellent,Confident,Stats,Redbrick,Yes,Soccer,Sillyjunk,54.431391
Excellent,Confident,DataScience,Peters,Yes,Basketball,Nerdystuff,22.99272713
Excellent,Shy,DataScience,BYU,No,Soccer,Nerdystuff,31.59532927
Weak,Shy,IT,Redbrick,Yes,Tennis,Nerdystuff,33.66875386
Weak,Shy,DataScience,Redbrick,No,Soccer,Nerdystuff,43.55856595
Weak,Nerdy,IT,PJIT,No,Basketball,Sillyjunk,32.40242692
Weak,Outgoing,DataScience,PJIT,No,Basketball,NoAccount,43.24257228
Weak,Confident,Stats,Peters,No,Soccer,Sillyjunk,61.91111757
Excellent,Confident,DataScience,PJIT,Yes,Basketball,Sillyjunk,23.0037142
Excellent,Outgoing,CS,PJIT,Yes,Basketball,Nerdystuff,37.23951242
Weak,Shy,CS,Redbrick,No,Basketball,Nerdystuff,23.41880387
Excellent,Shy,Stats,BestCollege,No,Tennis,Sillyjunk,60.0657968
Weak,Confident,DataScience,BYU,No,Soccer,Sillyjunk,29.61406072
Excellent,Confident,Stats,BYU,Yes,Soccer,Sillyjunk,56.69712223
Excellent,Confident,DataScience,PJIT,No,Basketball,Nerdystuff,39.01969199
Excellent,Outgoing,IT,BYU,Yes,Basketball,Sillyjunk,32.47375007
Excellent,Nerdy,DataScience,BYU,No,Tennis,Nerdystuff,50.52007643
OK,Confident,IT,Peters,No,NONE,Sillyjunk,43.99350073
Weak,Nerdy,IT,BestCollege,No,Tennis,Sillyjunk,38.66239191
Weak,Nerdy,CS,Peters,No,Soccer,Sillyjunk,44.77352237
Weak,Confident,DataScience,BestCollege,No,NONE,Sillyjunk,50.30496376
Excellent,Outgoing,CS,PJIT,No,Basketball,NoAccount,30.86173245
Excellent,Outgoing,CS,PJIT,Yes,Basketball,NoAccount,60.71781224
Excellent,Nerdy,IT,BYU,Yes,Tennis,NoAccount,41.02996275
Excellent,Nerdy,IT,Redbrick,Yes,Soccer,Nerdystuff,56.05190019
OK,Outgoing,Stats,PJIT,No,Basketball,NoAccount,39.10589426
Excellent,Confident,DataScience,BestCollege,No,Tennis,Sillyjunk,36.99709817
OK,Outgoing,IT,BYU,Yes,Tennis,Sillyjunk,51.06103022
Weak,Nerdy,DataScience,BYU,No,Tennis,Nerdystuff,28.69069817
OK,Shy,IT,Redbrick,Yes,Soccer,Nerdystuff,30.90576294
OK,Shy,DataScience,BYU,No,Basketball,Nerdystuff,44.78088842
OK,Outgoing,DataScience,BestCollege,No,Soccer,Sillyjunk,46.75297218
OK,Nerdy,DataScience,BestCollege,No,NONE,Sillyjunk,25.24448978
Excellent,Confident,Stats,BestCollege,Yes,NONE,Sillyjunk,56.0355525
OK,Nerdy,DataScience,PJIT,Yes,Basketball,Sillyjunk,41.20570494
Weak,Shy,CS,PJIT,No,Basketball,Sillyjunk,52.3044377
Excellent,Outgoing,DataScience,BYU,No,Basketball,NoAccount,46.57800912
OK,Shy,IT,PJIT,Yes,Basketball,Nerdystuff,31.38257956
Weak,Confident,CS,BYU,No,Soccer,NoAccount,24.13489593
Weak,Confident,Stats,BYU,No,Soccer,Sillyjunk,61.64187946
OK,Nerdy,IT,Peters,No,NONE,Sillyjunk,27.7352115
Weak,Nerdy,Stats,PJIT,Yes,Basketball,Sillyjunk,34.47375241
Excellent,Outgoing,DataScience,Redbrick,No,NONE,Nerdystuff,39.0313392
OK,Shy,DataScience,PJIT,No,Basketball,NoAccount,31.6923808
Excellent,Shy,DataScience,Redbrick,Yes,Basketball,Nerdystuff,27.5914023
OK,Outgoing,DataScience,PJIT,Yes,Basketball,NoAccount,54.25016289
OK,Outgoing,IT,PJIT,No,Basketball,Nerdystuff,61.17279486
Weak,Shy,CS,Redbrick,No,Tennis,Nerdystuff,55.22924117
Weak,Confident,IT,PJIT,No,Basketball,Nerdystuff,34.21999182
OK,Nerdy,CS,Peters,No,NONE,Sillyjunk,38.07927412
Excellent,Shy,Stats,BestCollege,Yes,Soccer,Sillyjunk,57.62694234
OK,Confident,Stats,BestCollege,No,Soccer,Sillyjunk,37.31265905
OK,Shy,CS,BYU,Yes,Basketball,Sillyjunk,22.25220711
Excellent,Outgoing,CS,Redbrick,Yes,Basketball,Nerdystuff,24.23815969
OK,Outgoing,Stats,Peters,No,Basketball,NoAccount,29.12884354
Excellent,Outgoing,Stats,PJIT,No,Basketball,Sillyjunk,59.70585206
Excellent,Outgoing,DataScience,BestCollege,Yes,Basketball,Sillyjunk,45.98325787
OK,Confident,IT,PJIT,No,Basketball,Sillyjunk,29.41985162
Weak,Outgoing,IT,BYU,No,NONE,Sillyjunk,26.08423172
Weak,Confident,CS,Peters,No,Tennis,Sillyjunk,54.06920885
Excellent,Outgoing,CS,Redbrick,No,NONE,Nerdystuff,50.94561621
Excellent,Outgoing,CS,BestCollege,Yes,Basketball,Sillyjunk,38.30973274
OK,Nerdy,CS,Peters,No,Soccer,NoAccount,34.71813464
Weak,Nerdy,DataScience,BYU,Yes,NONE,Nerdystuff,22.18231218
OK,Shy,DataScience,BestCollege,No,Basketball,Sillyjunk,49.41803673
Weak,Shy,CS,BYU,No,Soccer,NoAccount,48.46350435
Excellent,Outgoing,Stats,PJIT,Yes,Basketball,NoAccount,58.77769151
Weak,Outgoing,DataScience,BestCollege,No,Basketball,Sillyjunk,57.88127211
OK,Confident,CS,Redbrick,No,Tennis,Sillyjunk,57.04732634
Weak,Confident,CS,Peters,No,Tennis,Nerdystuff,35.56206098
Weak,Shy,Stats,Peters,No,Soccer,Nerdystuff,31.1765368
Weak,Shy,CS,Redbrick,No,Soccer,Nerdystuff,47.09480936
Excellent,Confident,Stats,Peters,Yes,NONE,Sillyjunk,47.19109498
Excellent,Confident,CS,BYU,Yes,NONE,Sillyjunk,60.91143251
OK,Confident,CS,PJIT,No,Basketball,Nerdystuff,31.95879552
OK,Outgoing,DataScience,PJIT,No,Basketball,NoAccount,60.17218259
OK,Nerdy,CS,Redbrick,No,NONE,Nerdystuff,37.73996871
OK,Outgoing,IT,PJIT,No,Basketball,Sillyjunk,22.05795039
Excellent,Shy,Stats,BYU,Yes,Soccer,NoAccount,59.89579845
OK,Confident,DataScience,Peters,No,NONE,Sillyjunk,22.18895298
OK,Confident,CS,BestCollege,No,Tennis,Sillyjunk,41.19840968
Weak,Outgoing,IT,BYU,No,Soccer,Nerdystuff,46.27593485
Excellent,Outgoing,DataScience,PJIT,Yes,Basketball,Nerdystuff,51.65409612
OK,Confident,DataScience,BestCollege,No,Tennis,Sillyjunk,58.98849109
OK,Shy,IT,Peters,Yes,Tennis,Nerdystuff,54.90703649
OK,Outgoing,DataScience,PJIT,Yes,Basketball,Nerdystuff,50.09417625
Weak,Outgoing,IT,BYU,No,Basketball,NoAccount,32.99568699
OK,Outgoing,DataScience,Redbrick,Yes,Basketball,Nerdystuff,25.14272412
Excellent,Nerdy,Stats,Redbrick,Yes,Tennis,Nerdystuff,25.10625746
OK,Nerdy,Stats,BestCollege,No,Soccer,Sillyjunk,31.87699248
Weak,Outgoing,IT,BYU,No,Basketball,Nerdystuff,48.05080903
Weak,Outgoing,DataScience,Peters,No,Tennis,Sillyjunk,40.88168568
Excellent,Outgoing,DataScience,PJIT,No,Basketball,Sillyjunk,25.29046633
Excellent,Outgoing,Stats,BYU,Yes,NONE,NoAccount,30.52360871
OK,Nerdy,Stats,Redbrick,No,Basketball,Nerdystuff,59.01784072
Weak,Outgoing,IT,BYU,No,Soccer,Sillyjunk,58.84544881
OK,Confident,IT,Peters,Yes,NONE,Nerdystuff,28.22195534
Excellent,Outgoing,CS,BestCollege,No,Soccer,Sillyjunk,41.62694406
Excellent,Outgoing,CS,PJIT,No,Basketball,Nerdystuff,30.94854289
OK,Confident,Stats,BYU,No,Soccer,Sillyjunk,34.42526758
OK,Outgoing,CS,PJIT,No,Basketball,Nerdystuff,41.05513575
OK,Nerdy,DataScience,Redbrick,No,NONE,Nerdystuff,46.17950347
Weak,Shy,Stats,BestCollege,No,Tennis,Sillyjunk,54.4199597
Weak,Outgoing,CS,BYU,No,NONE,NoAccount,36.38009873
Excellent,Confident,Stats,PJIT,No,Basketball,Sillyjunk,47.82151912
OK,Confident,CS,Redbrick,Yes,Soccer,Nerdystuff,21.71336629
Excellent,Confident,DataScience,Peters,Yes,NONE,Sillyjunk,31.74179823
OK,Outgoing,CS,BestCollege,No,NONE,Sillyjunk,53.72101914
Excellent,Confident,DataScience,Peters,No,NONE,Nerdystuff,38.36040736
Excellent,Nerdy,DataScience,BestCollege,Yes,Basketball,Sillyjunk,51.82781345
Weak,Confident,IT,BYU,No,Soccer,Nerdystuff,32.48343207
Excellent,Nerdy,CS,Redbrick,No,Tennis,Nerdystuff,57.17870809
Weak,Outgoing,CS,BYU,No,Tennis,NoAccount,42.33286313
Weak,Nerdy,CS,Peters,No,Tennis,Nerdystuff,57.38689975
Excellent,Outgoing,DataScience,Peters,Yes,Soccer,Sillyjunk,44.88221176
Weak,Shy,CS,BYU,No,NONE,Sillyjunk,44.13100535
Excellent,Outgoing,IT,BestCollege,No,NONE,Sillyjunk,41.34140607
OK,Outgoing,IT,BYU,No,Basketball,NoAccount,44.62341821
Excellent,Outgoing,DataScience,BYU,Yes,Basketball,Nerdystuff,38.13072469
Weak,Outgoing,CS,PJIT,No,Basketball,Sillyjunk,45.11974592
Excellent,Outgoing,CS,Redbrick,No,Basketball,Nerdystuff,43.27573607
Weak,Outgoing,IT,PJIT,No,Basketball,NoAccount,55.99288467
Excellent,Confident,IT,BYU,No,NONE,Sillyjunk,53.68992293
Excellent,Nerdy,CS,BYU,Yes,Soccer,Sillyjunk,57.40278223
OK,Shy,IT,BestCollege,Yes,NONE,Sillyjunk,33.24214504
Excellent,Nerdy,IT,Peters,Yes,Basketball,NoAccount,48.16386402
Weak,Shy,DataScience,PJIT,No,Basketball,NoAccount,36.21190465
OK,Shy,Stats,Peters,No,NONE,NoAccount,37.68426196
Excellent,Confident,IT,PJIT,No,Basketball,Sillyjunk,56.35227238
Excellent,Confident,CS,BYU,No,Basketball,Sillyjunk,59.49318251
Weak,Outgoing,DataScience,Redbrick,No,Soccer,Nerdystuff,39.79688769
Weak,Nerdy,CS,PJIT,No,Basketball,NoAccount,44.56825617
Excellent,Confident,DataScience,BestCollege,No,NONE,Sillyjunk,42.19656879
OK,Shy,Stats,PJIT,No,Basketball,NoAccount,46.95897792
OK,Confident,CS,PJIT,No,Basketball,Sillyjunk,36.99073726
Weak,Confident,DataScience,Redbrick,No,Basketball,Nerdystuff,31.73140708
Excellent,Outgoing,DataScience,Peters,No,Tennis,Sillyjunk,25.04452423
OK,Shy,Stats,PJIT,No,Basketball,Sillyjunk,40.86208649
OK,Outgoing,DataScience,PJIT,No,Basketball,Nerdystuff,45.02667184
OK,Shy,Stats,Redbrick,No,NONE,Nerdystuff,51.9669475
Weak,Outgoing,IT,BestCollege,No,NONE,Sillyjunk,58.40528433
Weak,Shy,DataScience,BYU,Yes,NONE,Sillyjunk,32.92463667
Excellent,Outgoing,Stats,BestCollege,Yes,NONE,Sillyjunk,33.15549928
Excellent,Confident,IT,Peters,No,NONE,Sillyjunk,44.64117267
Weak,Outgoing,Stats,PJIT,No,Basketball,NoAccount,41.60736712
Weak,Confident,IT,Peters,No,Basketball,Sillyjunk,33.42480063
Weak,Nerdy,DataScience,Peters,No,NONE,NoAccount,48.59802792
OK,Nerdy,Stats,BestCollege,No,Soccer,Sillyjunk,48.04553605
OK,Shy,Stats,BYU,Yes,Soccer,Nerdystuff,53.52168004
Excellent,Confident,Stats,Peters,No,NONE,Nerdystuff,24.63350218
OK,Nerdy,CS,PJIT,No,Basketball,Nerdystuff,37.91928229
OK,Shy,Stats,BYU,Yes,NONE,Sillyjunk,49.35972629
Weak,Nerdy,CS,PJIT,No,Basketball,NoAccount,51.23551611
Weak,Outgoing,Stats,BYU,No,NONE,Nerdystuff,47.02976758
Excellent,Outgoing,Stats,PJIT,No,Basketball,Nerdystuff,23.61257991
Excellent,Shy,Stats,Peters,Yes,NONE,Sillyjunk,31.2809955
Excellent,Shy,DataScience,BestCollege,No,Basketball,Sillyjunk,22.9109593
OK,Nerdy,DataScience,Peters,No,Tennis,NoAccount,26.82841713
Excellent,Confident,CS,BYU,Yes,Soccer,NoAccount,38.42770894
OK,Confident,Stats,BYU,Yes,Basketball,Sillyjunk,57.29353522
Excellent,Confident,IT,BYU,No,NONE,Sillyjunk,50.28580926
OK,Confident,CS,Redbrick,No,NONE,Sillyjunk,50.74383654
Weak,Outgoing,IT,Peters,No,Soccer,Sillyjunk,32.58111863
Weak,Outgoing,CS,PJIT,No,Basketball,NoAccount,34.64563883
Excellent,Outgoing,DataScience,Peters,Yes,NONE,Sillyjunk,31.07654905
Weak,Confident,DataScience,PJIT,No,Basketball,NoAccount,35.66335329
Weak,Shy,CS,Redbrick,Yes,Soccer,Nerdystuff,37.80187746
Weak,Outgoing,Stats,Redbrick,No,Basketball,Nerdystuff,60.70897409
OK,Confident,CS,BYU,Yes,Basketball,Sillyjunk,36.78748656
Excellent,Outgoing,Stats,PJIT,Yes,Basketball,Sillyjunk,26.97443643
Excellent,Outgoing,DataScience,Peters,No,Basketball,Nerdystuff,61.79142189
Excellent,Nerdy,CS,BestCollege,No,Soccer,Sillyjunk,31.60457013
Excellent,Outgoing,CS,BestCollege,Yes,Basketball,Sillyjunk,43.83999259
Weak,Nerdy,DataScience,PJIT,Yes,Basketball,NoAccount,21.90015293
OK,Outgoing,CS,Peters,No,Soccer,NoAccount,27.70493308
OK,Nerdy,DataScience,BYU,No,NONE,Sillyjunk,38.59838933
OK,Outgoing,DataScience,Peters,No,Basketball,Nerdystuff,43.70753569
Weak,Shy,CS,BYU,No,Basketball,Nerdystuff,46.07132453
OK,Shy,DataScience,BestCollege,No,Basketball,Sillyjunk,60.26412607
Weak,Confident,DataScience,Peters,No,NONE,Sillyjunk,59.27993967
Excellent,Outgoing,IT,PJIT,No,Basketball,Sillyjunk,43.54933277
Weak,Nerdy,CS,BYU,Yes,Tennis,Nerdystuff,44.60621235
OK,Outgoing,IT,Peters,No,Tennis,Sillyjunk,28.2770571
OK,Nerdy,CS,BYU,Yes,Soccer,Nerdystuff,58.80496197
Weak,Outgoing,CS,PJIT,No,Basketball,NoAccount,41.29247864
Excellent,Shy,IT,Peters,No,NONE,Nerdystuff,31.91844838
Weak,Outgoing,DataScience,BYU,Yes,Soccer,NoAccount,34.72454265
OK,Nerdy,DataScience,BestCollege,No,Soccer,Sillyjunk,47.85028795
OK,Shy,IT,BestCollege,No,Soccer,Sillyjunk,55.97840989
OK,Outgoing,Stats,Redbrick,No,Basketball,Nerdystuff,40.20647851
OK,Confident,Stats,Redbrick,No,Basketball,Sillyjunk,53.36339684
Weak,Outgoing,DataScience,BYU,No,Basketball,NoAccount,50.31002088
Weak,Confident,CS,PJIT,No,Basketball,Sillyjunk,55.81773676
OK,Nerdy,Stats,BestCollege,No,NONE,Sillyjunk,25.41577312
OK,Nerdy,DataScience,Peters,No,Tennis,Sillyjunk,31.13686052
OK,Confident,Stats,BestCollege,No,NONE,Sillyjunk,36.67061973
OK,Shy,Stats,Peters,No,Soccer,Nerdystuff,23.31696618
